pool,n_cells,sensitivity_mean,sensitivity_std,sensitivity_ci_low,sensitivity_ci_high,sensitivity_resid_mean,sms_drift_mean,pri_mean,pri_std,pri_ci_low,pri_ci_high
A,1050,0.4877977064074462,0.17882626235700153,0.47719244694875945,0.49861080124845125,-0.009988938570124156,0.08822052677472432,0.755885982826471,0.05434811918352198,0.7525517374308921,0.7591313164361267
B,450,0.5284720183826255,0.17049802161658376,0.5127245135645986,0.5443065182343785,0.023307523330289716,0.1079059163067076,0.7129460842750697,0.06592570132760536,0.7068763223897679,0.7191380275940648
