pool,n_cells,sensitivity_mean,sensitivity_std,sensitivity_ci_low,sensitivity_ci_high,sensitivity_resid_mean,sms_drift_mean,pri_mean,pri_std,pri_ci_low,pri_ci_high
A,1050,0.48984889397164244,0.18881924499335823,0.47818149560024137,0.5011937900399208,-0.003917410832167221,0.08822052677472432,0.7343867684681202,0.05686913735515387,0.7308825729502754,0.737777484608597
B,450,0.5236859140661675,0.17016641354666426,0.5080347342672893,0.5392730956440096,0.009140625275058033,0.1079059163067076,0.7033671827712233,0.07108702913821602,0.6967872767379982,0.7100787053012837
