seed_id,pool,dimension,n_articles,sensitivity_mean,sensitivity_std,sensitivity_ci_low,sensitivity_ci_high,pri_mean,pri_std,pri_ci_low,pri_ci_high,sms_drift_mean,cs_var_mean,faith_var_mean,cs_mean,faith_mean
A01,A,Direct Command,30,0.4032827440515899,0.14622177334750602,0.35057919168334445,0.4545122859684234,0.6139746161604414,0.09507835740983349,0.5808835097845133,0.648840607597222,0.05290582378705343,0.0015003200427226636,0.044143629979939446,0.4314708834195628,0.3364885459136632
A02,A,Direct Command,30,0.6131248610184569,0.14130270324354507,0.563148126528797,0.6626527963086503,0.5545816708764166,0.06581261593230259,0.5318269283425523,0.5789508889149538,0.15488224228223166,0.006342369763465223,0.031567856560097224,0.39967269324603005,0.30659650061279536
A03,A,Direct Command,30,0.36238603513453405,0.1297426107780724,0.31572321825661553,0.40794916055147873,0.5969391842176361,0.09185392182113399,0.5651304576115013,0.6310034738549811,0.056255704164505003,0.0019702135009376826,0.0315111091258555,0.4245727932347461,0.2833639530051086
A04,A,Direct Command,30,0.4046892372692906,0.11184664900852741,0.36553735823882577,0.4459630865021125,0.6058194278450872,0.0862529292160505,0.5761228678239858,0.6375675322993876,0.06111778616905213,0.0020918237493678295,0.041580072079488155,0.4330312391598732,0.31482243442700963
A05,A,Question Form,30,0.6407938625750499,0.1295076792856694,0.5940541333110962,0.6865929369579719,0.5972016080518878,0.07806064724874685,0.5688335986875991,0.6260707343857821,0.12626401980717977,0.006152145321482245,0.06569433963594122,0.3418989119395796,0.5121703871836264
A06,A,Question Form,30,0.4739237269290638,0.16640408688976396,0.4141405381365354,0.5325262258172114,0.4978044190045348,0.03695548332424714,0.48421388193551695,0.5106242166544821,0.09885329206784567,0.004531709110030899,0.012716194260563828,0.30184746666521817,0.12679648999538687
A07,A,Question Form,30,0.7213925950633757,0.12931263367773488,0.6736783272181452,0.7660910885034468,0.5730108612947878,0.06852795521570791,0.5490739379569703,0.5978877922858064,0.14151653448740642,0.005654807778367407,0.07953528506409248,0.3107326078077237,0.4834442494281878
A08,A,Question Form,30,0.6210796086279743,0.15370005149425062,0.5649864215032244,0.6750425978430064,0.5273793945270807,0.06531827764811564,0.5044432332787321,0.5505945344713477,0.10145802497863769,0.0071276625259482996,0.05233010718779376,0.2683304227565458,0.2961878262149791
A09,A,Role Based,30,0.47238269957749607,0.10966697130149033,0.43322958361129643,0.5121079608627974,0.5735176533901107,0.06651716662154009,0.5509040595916304,0.5981969680925519,0.06115212440490723,0.003726155846292215,0.031841077308401675,0.4004868280233242,0.23123245337564088
A10,A,Role Based,30,0.39594952190349114,0.11422178287938221,0.3551194546364243,0.4372756420947299,0.5846414353282078,0.07269713638106019,0.5599641739046143,0.6118610608561782,0.0691008985042572,0.0034011506455200995,0.031191080135358477,0.4125448811348675,0.2715643453308278
A11,A,Role Based,30,0.6008433400044474,0.12801374396157236,0.5558704553035356,0.6467812013564598,0.569932657435359,0.05618218397840317,0.5503243946675338,0.5902184294635404,0.1005539576212565,0.004103108998018766,0.0651323564225421,0.3714429501270511,0.3205968317575752
A12,A,Role Based,30,0.6123193239937738,0.12050249668197034,0.5671937402712919,0.6530512285968424,0.549589651756511,0.0638116088515454,0.5273062610490679,0.5728052327300367,0.09781059225400289,0.004038250328305715,0.03358639795430419,0.3833908380059636,0.2181083814240992
A13,A,Constraint Based,30,0.3027496108516789,0.20828826582043486,0.22945287135868356,0.37733472314876587,0.6186762012756308,0.09152215191744924,0.586711600962425,0.652542796550406,0.03388723333676656,0.002940951383814661,0.021203796260072422,0.3465867330727543,0.4437029521394935
A14,A,Constraint Based,30,0.35832165888370027,0.1038755065256681,0.3211301423171003,0.3961046253057594,0.581913283884199,0.06374674150573545,0.5596252244743857,0.6058740363544264,0.06154636740684509,0.0021793308138701086,0.03595329400575024,0.4096177522237473,0.2526624702745014
A15,A,Constraint Based,30,0.39346508783633527,0.12624702475221727,0.3475049199466311,0.4379947464976651,0.6405105697622037,0.08038141603499716,0.6117383440484729,0.6686217309420447,0.07844081123669942,0.00228751730705977,0.050918805884833725,0.35523608273685486,0.5902170611959365
A16,A,Analytical Framing,30,0.4648743606849011,0.13573959599022503,0.41667593673560144,0.5144871164109406,0.5250469392960727,0.04545469286815327,0.5096588945194996,0.5426461902461213,0.103089972337087,0.0011611196976698136,0.016823660510342394,0.3762930570372635,0.13832143307146097
