seed_id,pool,dimension,n_articles,sensitivity_mean,sensitivity_std,sensitivity_ci_low,sensitivity_ci_high,pri_mean,pri_std,pri_ci_low,pri_ci_high,sms_drift_mean,cs_var_mean,faith_var_mean,cs_mean,faith_mean
B02,B,Lexical Filter,5,0.36562248995983937,0.105783345988142,0.27879518072289156,0.46325301204819275,0.7289314702779819,0.05144772007538156,0.6923233800362317,0.7784815117430229,0.06882506608963013,0.0018920875158085497,0.014293268860330948,0.6395979032291598,0.5304089223345121
B03,B,Lexical Filter,5,0.5628514056224898,0.1157755473111829,0.4453413654618473,0.63714859437751,0.7349538467942904,0.06676691688828121,0.6907726261485847,0.8013059351096551,0.07341485023498535,0.003189096335440545,0.012479706423793967,0.6062649160961965,0.6085082650184631
B04,B,Theme Isolation,5,0.6678313253012049,0.16459683432273728,0.533855421686747,0.8132128514056225,0.5918306751154745,0.09091604193070596,0.5025911974228607,0.650864854602764,0.15809599161148072,0.01664211579759634,0.01102826800536864,0.4498981261119628,0.39041891048351923
B05,B,Theme Isolation,5,0.5378714859437751,0.16698641607573986,0.381566265060241,0.6746586345381527,0.6427120329443461,0.036472453006285876,0.608685396086329,0.6727091389596461,0.1665634036064148,0.005920571988470061,0.0005576352442921737,0.5220396872088586,0.506494015455246
B06,B,Theme Isolation,5,0.7007228915662651,0.1490664702994581,0.5548192771084338,0.8062248995983936,0.6623964670334872,0.02250915095225578,0.6456693322410186,0.683705766350031,0.1249168872833252,0.004784240647272802,0.012077918697148419,0.4864980910603817,0.5683555603027344
B07,B,Theme Isolation,5,0.49923694779116473,0.10896400166482485,0.4103614457831325,0.591285140562249,0.709045910853415,0.01834787713994417,0.6955288517971834,0.7267464054060669,0.08547639846801758,0.001840583506854019,0.029565480782858776,0.578860199751653,0.5625416013101737
B08,B,Theme Isolation,5,0.5648594377510039,0.26323093961792543,0.3346184738955823,0.7951004016064257,0.6769794060748119,0.03252701948281097,0.6462041877163575,0.7021759745813325,0.11151301860809326,0.002302023273884052,0.014104608668529164,0.5759661112447361,0.47998589832956584
B09,B,Persona / Tone,5,0.5055421686746987,0.1784902067091253,0.3548192771084337,0.6562650602409639,0.6748444442955348,0.04115489720128862,0.647466061370113,0.7160830288934401,0.09424728155136108,0.004082639702644773,0.0051311559193358185,0.5126081009727694,0.5325220863024394
B10,B,Persona / Tone,5,0.46453815261044185,0.10080646085104722,0.3791164658634538,0.5496787148594378,0.6629624348867398,0.046982859659374536,0.6287655477661354,0.7084203796088695,0.10749801397323608,0.005146563699119527,0.005461880892110177,0.5005950127296395,0.5230135440826416
B11,B,Persona / Tone,5,0.28036144578313255,0.11109201784306874,0.18883534136546185,0.38289156626506027,0.7439378389509825,0.041757463878935586,0.7110234648570037,0.7830219405889511,0.048234963417053224,0.0011711323779302137,0.014535600252053776,0.644019859118776,0.5512994945049287
B12,B,Persona / Tone,5,0.7063453815261044,0.15988821880369278,0.5448112449799197,0.8194779116465863,0.6721555062216061,0.030058047083032315,0.6490663748502732,0.7005551122610385,0.10985778570175171,0.008769990237914558,0.0097486535663124,0.5424415624089294,0.5049762946367263
B13,B,Persona / Tone,5,0.5577510040160643,0.19150224991890943,0.39481927710843373,0.7206827309236947,0.6812432494106202,0.03941747784216728,0.6510508226140952,0.7199093535294135,0.08561761379241943,0.0035941519345032485,0.010085635277593447,0.5145455369899125,0.5415974279244742
B14,B,Persona / Tone,5,0.5776305220883535,0.16304323674050952,0.4381124497991967,0.7224829317269074,0.6520133837843552,0.04750210098183832,0.6192066800628717,0.7004427839452639,0.1373042345046997,0.00314924425781965,0.004407361320013693,0.508798623875384,0.515422236919403
B15,B,Meta-reflection,5,0.5863453815261044,0.1430574853188054,0.46108433734939763,0.7116064257028112,0.680219967261721,0.05314307464547419,0.6425169886167234,0.7321559902777276,0.10519428253173828,0.0018679552982644443,0.008801718961778513,0.49958075837228766,0.5897776593764623
